File Dati SpectraSuite
++++++++++++++++++++++++++++++++++++
Data: Tue Dec 02 15:32:46 CET 2025
Utente: Gruppo 7
Spettro Scuro Presente: Si
Spettro di Riferimento Presente: No
Numero di Componenti Spettri Campionati: 1
Spettrometri: USB2G34644
Tempo di integrazione (usec): 3000 (USB2G34644)
Media Spettri: 10 (USB2G34644)
Appiattimento Boxcar: 0 (USB2G34644)
Correggi Oscurità Elettronica: No (USB2G34644)
Strobo/Lampada Abilitato: No (USB2G34644)
Correct for Detector Non-linearity: No (USB2G34644)
Correggi Stray Light: No (USB2G34644)
Numero di Pixel nello Spettro Elaborato: 651
>>>>>Comincia Dati dello Spettro Elaborati<<<<<
350.00	-11.84
351.00	-13.04
352.00	-2.93
353.00	-12.20
354.00	-9.09
355.00	-9.21
356.00	-10.58
357.00	-7.97
358.00	-7.58
359.00	-9.70
360.00	-7.43
361.00	-12.14
362.00	-10.16
363.00	-11.07
364.00	-12.58
365.00	-10.09
366.00	-7.89
367.00	-10.12
368.00	-10.00
369.00	-11.82
370.00	-13.82
371.00	-7.48
372.00	-7.78
373.00	-8.83
374.00	-5.80
375.00	-13.06
376.00	-10.18
377.00	-2.66
378.00	-13.44
379.00	-9.20
380.00	-12.10
381.00	-6.59
382.00	-8.49
383.00	-6.96
384.00	-4.76
385.00	-8.37
386.00	-10.27
387.00	-12.34
388.00	-10.67
389.00	-13.19
390.00	-11.87
391.00	-11.11
392.00	-13.71
393.00	-8.93
394.00	-7.91
395.00	-6.76
396.00	-9.96
397.00	-11.94
398.00	-7.99
399.00	-5.28
400.00	-6.36
401.00	-8.11
402.00	-6.76
403.00	-8.21
404.00	-13.71
405.00	-15.27
406.00	-11.26
407.00	-10.26
408.00	-8.91
409.00	-11.53
410.00	-7.34
411.00	-7.70
412.00	-14.20
413.00	-6.06
414.00	-8.65
415.00	-13.29
416.00	-12.16
417.00	-13.36
418.00	-12.57
419.00	-11.94
420.00	-8.69
421.00	-12.52
422.00	-10.44
423.00	-12.38
424.00	-14.78
425.00	-6.54
426.00	-14.22
427.00	-7.24
428.00	-7.79
429.00	-9.03
430.00	-11.49
431.00	-11.56
432.00	-10.97
433.00	-10.59
434.00	-12.02
435.00	-15.58
436.00	-21.47
437.00	-9.92
438.00	-5.04
439.00	-10.04
440.00	-11.88
441.00	-6.97
442.00	-8.68
443.00	-14.52
444.00	-13.21
445.00	-11.05
446.00	-6.90
447.00	-10.29
448.00	-12.99
449.00	-13.82
450.00	-10.58
451.00	-7.17
452.00	-11.39
453.00	-9.82
454.00	-11.26
455.00	-8.76
456.00	-12.40
457.00	-13.45
458.00	-13.00
459.00	-11.48
460.00	-12.73
461.00	-5.30
462.00	-7.50
463.00	-9.84
464.00	-10.41
465.00	-10.96
466.00	-10.94
467.00	-14.23
