0.000000	0.104212
1.000000	0.103703
2.000000	0.104212
3.000000	0.105230
4.000000	0.104721
5.000000	0.107267
6.000000	0.108794
7.000000	0.111340
8.000000	0.108794
9.000000	0.108794
10.000000	0.110322
11.000000	0.116941
12.000000	0.110831
13.000000	0.108285
14.000000	0.111849
15.000000	0.116432
16.000000	0.117450
17.000000	0.116432
18.000000	0.117450
19.000000	0.126106
20.000000	0.147492
21.000000	0.174987
22.000000	0.182116
23.000000	0.159203
24.000000	0.136799
25.000000	0.118469
26.000000	0.101666
27.000000	0.096065
28.000000	0.106249
29.000000	0.134253
30.000000	0.162258
31.000000	0.169386
32.000000	0.155639
33.000000	0.128652
34.000000	0.107267
35.000000	0.111340
36.000000	0.137817
37.000000	0.165313
38.000000	0.177024
39.000000	0.170405
40.000000	0.144946
41.000000	0.117450
42.000000	0.167859
43.000000	0.276823
44.000000	0.348616
45.000000	0.297699
46.000000	0.227432
47.000000	0.180588
48.000000	0.144437
49.000000	0.151565
50.000000	0.146473
51.000000	0.075189
52.000000	0.039037
53.000000	0.020707
54.000000	0.011542
55.000000	0.049221
56.000000	0.088427
57.000000	0.133744
58.000000	0.196882
59.000000	0.236598
60.000000	0.223868
61.000000	0.180079
62.000000	0.148001
63.000000	0.154111
64.000000	0.173460
65.000000	0.200446
66.000000	0.228451
67.000000	0.214703
68.000000	0.172441
69.000000	0.140363
70.000000	0.142909
71.000000	0.176515
72.000000	0.217249
73.000000	0.235070
74.000000	0.211139
75.000000	0.191790
76.000000	0.186189
77.000000	0.170914
78.000000	0.182625
79.000000	0.208084
80.000000	0.195354
81.000000	0.173969
82.000000	0.170405
83.000000	0.167350
84.000000	0.163785
85.000000	0.197900
86.000000	0.224377
87.000000	0.218776
88.000000	0.181607
89.000000	0.141891
90.000000	0.132217
91.000000	0.164295
92.000000	0.208593
93.000000	0.226923
94.000000	0.206047
95.000000	0.162767
96.000000	0.131707
97.000000	0.140873
98.000000	0.185171
99.000000	0.210120
100.000000	0.214194
101.000000	0.187717
102.000000	0.144946
103.000000	0.139345
104.000000	0.180588
105.000000	0.219795
106.000000	0.225905
107.000000	0.182625
108.000000	0.140363
109.000000	0.136290
110.000000	0.174987
111.000000	0.214703
112.000000	0.230997
113.000000	0.210120
114.000000	0.167859
115.000000	0.131707
116.000000	0.126106
117.000000	0.169386
118.000000	0.207575
119.000000	0.180588
120.000000	0.139345
121.000000	0.124579
122.000000	0.143928
123.000000	0.184152
124.000000	0.220813
125.000000	0.228451
126.000000	0.185171
127.000000	0.145964
128.000000	0.165313
129.000000	0.221322
130.000000	0.223868
131.000000	0.185680
132.000000	0.141891
133.000000	0.130180
134.000000	0.160730
135.000000	0.210630
136.000000	0.225396
137.000000	0.196882
138.000000	0.155129
139.000000	0.128143
140.000000	0.144946
141.000000	0.194336
142.000000	0.229469
143.000000	0.234052
144.000000	0.213685
145.000000	0.167859
146.000000	0.132726
147.000000	0.138327
148.000000	0.181607
149.000000	0.223359
150.000000	0.212157
151.000000	0.166331
152.000000	0.133744
153.000000	0.153093
154.000000	0.199428
155.000000	0.233033
156.000000	0.233543
157.000000	0.183643
158.000000	0.144946
159.000000	0.170914
160.000000	0.218267
161.000000	0.227942
162.000000	0.186189
163.000000	0.142400
164.000000	0.148001
165.000000	0.190772
166.000000	0.229469
167.000000	0.231506
168.000000	0.193827
169.000000	0.145964
170.000000	0.137817
